031820,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
032350,롯데관광개발,여행사 및 기타 여행보조 서비스업
032560,황금에스티,1차 비철금속 제조업
032640,LG유플러스,전기 통신업
032830,삼성생명,보험업
033180,필룩스,전자부품 제조업
033240,자화전자,전자부품 제조업
033250,체시스,자동차 신품 부품 제조업
033270,유나이티드,의약품 제조업
033530,세종공업,자동차 신품 부품 제조업
033660,우리금융캐피탈,기타 금융업
033780,케이티앤지,담배 제조업
033920,무학,알코올음료 제조업
034020,두산중공업,일반 목적용 기계 제조업
034120,SBS,텔레비전 방송업
034220,LG디스플레이,전자부품 제조업
034300,신세계건설,건물 건설업
034310,NICE,회사 본부 및 경영 컨설팅 서비스업
034590,인천도시가스,연료용 가스 제조 및 배관공급업
034730,SK,기타 금융업
034830,한국토지신탁,신탁업 및 집합투자업
035000,지투알,회사 본부 및 경영 컨설팅 서비스업
035150,백산,플라스틱제품 제조업
035250,강원랜드,유원지 및 기타 오락관련 서비스업
035420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
035510,신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035720,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
036420,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
036460,한국가스공사,연료용 가스 제조 및 배관공급업
036530,S&T홀딩스,기타 금융업
036570,엔씨소프트,소프트웨어 개발 및 공급업
036580,팜스코,"곡물가공품, 전분 및 전분제품 제조업"
037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
037560,LG헬로비전,텔레비전 방송업
037710,광주신세계,종합 소매업
039130,하나투어,여행사 및 기타 여행보조 서비스업
039490,키움증권,금융 지원 서비스업
039570,HDC아이콘트롤스,전기 및 통신 공사업
041650,상신브레이크,자동차 신품 부품 제조업
042660,대우조선해양,선박 및 보트 건조업
042670,두산인프라코어,특수 목적용 기계 제조업
042700,한미반도체,특수 목적용 기계 제조업
044380,주연테크,컴퓨터 및 주변장치 제조업
044450,KSS해운,해상 운송업
044820,코스맥스비티아이,기타 금융업
047040,대우건설,건물 건설업
047050,포스코인터내셔널,상품 중개업
047400,유니온머티리얼,"내화, 비내화 요업제품 제조업"
047810,한국항공우주,"항공기,우주선 및 부품 제조업"
049770,동원F&B,기타 식품 제조업
049800,우진플라임,특수 목적용 기계 제조업
051600,한전KPS,전기 및 통신 공사업
051630,진양화학,플라스틱제품 제조업
051900,LG생활건강,기타 화학제품 제조업
051910,LG화학,기초 화학물질 제조업
052690,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업"
053210,케이티스카이라이프,텔레비전 방송업
053690,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업"
055490,테이팩스,플라스틱제품 제조업
055550,신한지주,기타 금융업
057050,현대홈쇼핑,무점포 소매업
058430,포스코강판,1차 철강 제조업
058650,세아홀딩스,1차 철강 제조업
058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업"
058850,KTcs,기타 정보 서비스업
058860,KTis,기타 정보 서비스업
060980,한라홀딩스,기타 금융업
063160,종근당바이오,의약품 제조업
064350,현대로템,철도장비 제조업
064960,S&T모티브,자동차 신품 부품 제조업
066570,LG전자,통신 및 방송 장비 제조업
067830,세이브존I&C,종합 소매업
068270,셀트리온,기초 의약물질 및 생물학적 제제 제조업
068290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업"
068400,SK렌터카,운송장비 임대업
069260,휴켐스,기타 화학제품 제조업
069460,대호에이엘,1차 비철금속 제조업
069620,대웅제약,의약품 제조업
069640,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업"
069730,DSR제강,1차 철강 제조업
069960,현대백화점,종합 소매업
070960,용평리조트,일반 및 생활 숙박시설 운영업
071050,한국금융지주,기타 금융업
071090,하이스틸,1차 철강 제조업
071320,지역난방공사,"증기, 냉·온수 및 공기조절 공급업"
071840,롯데하이마트,가전제품 및 정보통신장비 소매업
071950,코아스,가구 제조업
071970,STX중공업,일반 목적용 기계 제조업
072130,유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
072710,농심홀딩스,기타 금융업
073240,금호타이어,고무제품 제조업
074610,이엔플러스,일반 목적용 기계 제조업
075180,새론오토모티브,자동차 신품 부품 제조업
075580,세진중공업,선박 및 보트 건조업
077500,유니퀘스트,기계장비 및 관련 물품 도매업
077970,STX엔진,일반 목적용 기계 제조업
078000,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
